ph,temperature,turbidity,fish
7.19,24.18,3.83,rui
7.29,24.38,3.69,rui
7.16,24.14,3.81,rui
7.19,24.13,4.03,rui
7.23,23.79,3.62,rui
7.25,24.29,4.57,rui
7.09,24.23,3.68,rui
7.29,24.15,3.88,rui
7.24,23.83,4.13,rui
7.21,24.52,4.43,rui
7.17,24.32,4.14,rui
7.13,23.79,4.54,rui
7.22,24.3,4.03,rui
7.17,24.01,4.02,rui
7.13,23.7,4.21,rui
7.18,24.01,4.12,rui
7.22,24.34,3.85,rui
7.23,24.23,4.27,rui
7.13,24.08,4.41,rui
7.2,24.15,4.23,rui
7.15,24.55,4.17,rui
7.23,23.5,4.23,rui
7.23,24.49,4.01,rui
7.15,23.8,3.97,rui
7.14,24.39,4.34,rui
7.19,23.88,3.71,rui
7.23,24.5,3.94,rui
7.3,25.0,4.08,rui
7.29,25.13,4.42,rui
7.31,25.06,4.12,rui
7.23,24.57,3.92,rui
7.35,24.9,3.97,rui
7.27,24.96,4.42,rui
7.29,24.76,4.09,rui
7.39,24.85,3.84,rui
7.27,25.04,4.22,rui
7.35,24.69,3.89,rui
7.28,25.21,3.83,rui
7.27,24.82,4.27,rui
7.33,25.27,4.35,rui
7.28,24.64,3.84,rui
7.21,24.86,4.0,rui
7.34,25.01,3.98,rui
7.29,24.69,4.29,rui
7.26,24.66,4.24,rui
7.33,24.48,4.25,rui
7.26,24.89,4.12,rui
7.33,25.13,4.07,rui
7.28,25.12,4.06,rui
7.39,25.18,3.9,rui
7.28,25.01,4.34,rui
7.37,24.88,3.89,rui
7.25,25.08,4.54,rui
7.33,24.52,3.93,rui
7.27,24.75,4.0,rui
7.32,25.2,4.3,rui
7.33,24.41,3.87,rui
7.29,25.04,4.25,rui
7.3,25.02,4.13,rui
7.29,25.03,4.31,rui
7.3,24.99,4.07,rui
7.36,24.67,4.44,rui
7.24,24.8,4.23,rui
7.35,24.58,3.86,rui
7.31,25.7,4.33,rui
7.29,24.27,4.1,rui
7.32,24.89,3.91,rui
7.31,24.72,4.45,rui
7.38,25.2,4.1,rui
7.27,24.99,4.41,rui
7.34,25.06,4.26,rui
7.33,25.12,4.28,rui
7.33,25.26,4.11,rui
7.29,24.84,3.95,rui
7.22,24.73,3.89,rui
7.27,25.47,4.05,rui
7.31,25.08,4.4,rui
7.4,26.0,4.09,rui
7.37,25.93,4.07,rui
7.46,26.4,4.18,rui
7.46,26.05,4.06,rui
7.46,26.15,3.94,rui
7.45,25.94,4.02,rui
7.44,25.97,4.17,rui
7.43,25.77,4.17,rui
7.47,25.71,4.18,rui
7.36,26.31,4.29,rui
7.38,26.66,4.31,rui
7.44,26.2,4.29,rui
7.35,26.06,4.17,rui
7.38,26.14,4.34,rui
7.38,25.98,3.93,rui
7.31,26.23,4.08,rui
7.4,25.7,4.05,rui
7.45,26.0,4.1,rui
7.41,25.63,4.21,rui
7.34,25.72,3.88,rui
7.39,25.89,4.09,rui
7.35,26.3,4.26,rui
7.39,25.86,3.97,rui
7.38,25.58,3.9,rui
7.44,26.09,4.42,rui
7.39,25.89,4.01,rui
7.38,25.8,4.14,rui
7.4,25.85,4.34,rui
7.49,26.35,4.2,rui
7.44,26.56,4.24,rui
7.37,26.12,4.22,rui
7.35,25.91,4.31,rui
7.31,25.62,4.05,rui
7.42,25.59,4.06,rui
7.46,26.02,4.28,rui
7.37,25.76,4.26,rui
7.42,25.64,3.93,rui
7.48,25.72,4.28,rui
7.38,26.0,4.15,rui
7.29,25.56,4.11,rui
7.36,26.3,3.77,rui
7.43,25.59,4.02,rui
7.35,26.57,3.82,rui
7.39,25.48,4.41,rui
7.42,26.04,4.38,rui
7.41,26.07,4.12,rui
7.43,25.85,4.05,rui
7.44,26.08,4.07,rui
7.33,26.45,3.96,rui
7.45,26.05,3.83,rui
7.5,27.0,5.0,rui
7.56,27.08,5.27,rui
7.49,27.21,4.65,rui
7.47,26.62,4.93,rui
7.52,26.82,5.17,rui
7.46,27.27,5.26,rui
7.55,26.9,4.57,rui
7.53,26.96,4.8,rui
7.47,27.43,4.77,rui
7.52,27.07,4.93,rui
7.53,27.49,4.94,rui
7.49,27.19,5.18,rui
7.49,26.91,4.56,rui
7.46,26.66,5.14,rui
7.49,26.92,5.0,rui
7.46,27.47,5.26,rui
7.58,27.21,4.99,rui
7.58,26.8,4.83,rui
7.47,27.16,4.85,rui
7.49,26.52,5.1,rui
7.42,26.72,5.24,rui
7.56,27.11,5.06,rui
7.47,26.77,4.93,rui
7.42,27.08,5.01,rui
7.45,27.47,5.12,rui
7.53,26.85,5.0,rui
7.53,27.05,5.32,rui
7.49,26.85,5.13,rui
7.44,27.28,4.74,rui
7.53,26.81,5.1,rui
7.55,27.05,4.76,rui
7.46,26.78,4.62,rui
7.56,27.03,4.77,rui
7.57,26.79,5.05,rui
7.46,26.39,4.73,rui
7.48,27.27,5.07,rui
7.51,26.4,5.25,rui
7.51,26.96,5.23,rui
7.56,27.35,4.95,rui
7.45,27.3,4.73,rui
7.6,27.01,4.79,rui
7.44,26.62,5.03,rui
7.5,26.63,4.93,rui
7.43,27.18,4.99,rui
7.48,26.61,4.94,rui
7.48,27.1,5.03,rui
7.54,26.85,4.63,rui
7.55,26.72,4.78,rui
7.5,27.09,4.89,rui
7.47,26.88,5.28,rui
7.6,28.0,5.01,rui
7.6,27.71,4.82,rui
7.59,28.07,5.11,rui
7.61,27.75,4.93,rui
7.64,27.66,4.92,rui
7.63,28.26,4.97,rui
7.58,27.6,5.12,rui
7.67,28.77,5.09,rui
7.6,27.72,4.63,rui
7.61,28.71,5.26,rui
7.66,28.07,5.08,rui
7.48,28.23,4.89,rui
7.56,27.9,4.94,rui
7.56,28.0,4.9,rui
7.61,27.55,4.97,rui
7.55,27.81,5.04,rui
7.52,27.75,5.12,rui
7.53,28.53,5.25,rui
7.58,27.76,5.05,rui
7.53,27.4,4.92,rui
7.59,28.03,4.89,rui
7.66,27.55,4.78,rui
7.62,27.65,4.77,rui
7.61,27.68,4.98,rui
7.57,27.74,4.59,rui
7.61,27.63,4.98,rui
7.57,27.94,4.98,rui
7.61,27.78,5.26,rui
7.51,27.93,5.18,rui
7.62,27.71,4.85,rui
7.55,28.18,4.86,rui
7.61,28.08,5.48,rui
7.62,27.76,4.72,rui
7.59,27.96,4.57,rui
7.56,28.09,4.9,rui
7.65,27.53,5.15,rui
7.65,28.29,4.7,rui
7.62,27.8,4.73,rui
7.58,27.73,5.19,rui
7.63,27.65,4.87,rui
7.58,27.98,5.21,rui
7.63,28.02,4.96,rui
7.51,28.39,4.92,rui
7.68,28.06,5.42,rui
7.63,27.57,4.89,rui
7.59,27.74,4.93,rui
7.53,28.0,5.06,rui
7.55,28.58,5.02,rui
7.56,27.51,5.02,rui
7.59,28.23,4.98,rui
7.7,29.0,5.02,rui
7.64,29.5,5.11,rui
7.69,29.05,5.11,rui
7.63,29.05,4.93,rui
7.73,28.78,4.9,rui
7.78,29.37,4.36,rui
7.76,28.98,4.88,rui
7.65,28.72,4.88,rui
7.64,28.59,4.81,rui
7.72,29.02,5.13,rui
7.7,28.61,5.12,rui
7.65,29.19,4.79,rui
7.67,28.89,5.15,rui
7.71,29.01,5.4,rui
7.61,28.69,4.8,rui
7.61,28.78,5.16,rui
7.67,28.9,4.68,rui
7.66,28.86,5.15,rui
7.62,28.86,5.24,rui
7.68,28.37,5.28,rui
7.74,29.26,4.67,rui
7.78,28.77,4.92,rui
7.66,29.28,4.98,rui
7.72,29.02,5.0,rui
7.65,29.54,4.73,rui
7.72,29.11,5.25,rui
7.77,28.96,5.13,rui
7.79,28.98,4.81,rui
7.68,28.61,5.09,rui
7.75,28.96,4.7,rui
7.75,28.47,4.71,rui
7.69,29.08,5.1,rui
7.7,29.53,5.03,rui
7.75,29.24,4.76,rui
7.69,29.64,4.92,rui
7.67,29.05,4.93,rui
7.66,28.86,5.31,rui
7.69,28.6,4.72,rui
7.81,28.93,5.11,rui
7.66,29.1,5.31,rui
7.67,29.14,4.74,rui
7.8,29.08,4.94,rui
7.69,28.85,4.93,rui
7.58,28.97,4.99,rui
7.72,28.84,4.87,rui
7.7,28.52,5.05,rui
7.61,29.34,5.16,rui
7.65,29.2,5.04,rui
7.65,28.39,5.08,rui
7.66,29.33,5.02,rui
7.8,30.0,5.03,rui
7.77,30.54,5.15,rui
7.62,29.85,4.75,rui
7.76,29.96,5.1,rui
7.81,30.32,5.16,rui
7.83,30.06,5.29,rui
7.78,29.91,4.65,rui
7.85,29.98,5.62,rui
7.78,30.03,5.14,rui
7.74,30.11,5.04,rui
7.78,30.35,4.85,rui
7.81,30.44,4.89,rui
7.79,30.7,5.12,rui
7.77,30.24,4.92,rui
7.72,30.41,4.81,rui
7.92,29.85,5.46,rui
7.73,30.31,5.13,rui
7.84,30.29,4.93,rui
7.73,29.98,5.07,rui
7.78,30.08,5.1,rui
7.75,30.12,4.98,rui
7.77,30.24,4.87,rui
7.78,30.02,5.3,rui
7.81,30.16,4.97,rui
7.8,29.99,5.09,rui
7.79,30.4,4.96,rui
7.71,30.82,4.96,rui
7.87,30.42,5.22,rui
7.79,30.09,4.78,rui
7.9,29.74,4.98,rui
7.8,29.97,4.9,rui
7.87,30.29,5.09,rui
7.78,30.32,4.94,rui
7.88,30.03,5.28,rui
7.79,30.02,5.28,rui
7.91,30.47,5.21,rui
7.83,29.85,5.09,rui
7.75,30.11,5.12,rui
7.7,30.01,5.11,rui
7.8,30.11,4.76,rui
7.76,30.31,5.03,rui
7.82,29.84,5.03,rui
7.68,30.25,5.39,rui
7.75,29.72,5.12,rui
7.87,30.0,4.78,rui
7.79,29.69,4.9,rui
7.78,29.72,4.87,rui
7.8,30.06,4.75,rui
7.82,29.89,5.17,rui
7.84,29.84,5.15,rui
7.9,31.0,5.04,rui
7.86,31.4,4.88,rui
7.92,30.94,4.84,rui
7.95,30.82,4.7,rui
7.76,30.74,5.32,rui
7.96,30.78,4.97,rui
7.88,30.6,4.85,rui
7.95,31.15,5.09,rui
7.83,31.03,4.58,rui
7.94,31.08,4.77,rui
7.98,30.46,5.15,rui
7.93,30.63,5.03,rui
7.82,30.15,4.83,rui
7.87,31.19,5.05,rui
7.9,30.7,4.93,rui
7.85,30.63,4.92,rui
7.9,30.83,4.98,rui
7.93,30.85,4.77,rui
7.93,31.08,5.11,rui
7.93,31.14,5.05,rui
8.02,30.61,4.92,rui
7.95,31.04,5.19,rui
7.91,31.41,4.84,rui
7.97,31.35,4.8,rui
7.93,30.99,4.92,rui
7.81,30.7,5.18,rui
7.94,30.94,5.2,rui
7.95,31.05,4.9,rui
7.92,31.15,5.17,rui
7.94,30.59,4.94,rui
7.81,31.22,5.0,rui
7.92,30.56,5.32,rui
7.84,31.23,5.06,rui
7.89,30.92,4.91,rui
7.96,31.0,4.79,rui
7.88,31.04,5.22,rui
7.87,30.84,5.04,rui
7.94,30.59,5.14,rui
7.88,30.9,5.44,rui
7.89,31.23,5.18,rui
7.84,30.45,5.2,rui
7.85,30.5,5.25,rui
7.85,30.77,5.43,rui
7.82,30.62,4.95,rui
7.89,30.73,4.81,rui
7.98,31.08,5.16,rui
7.89,31.09,5.23,rui
7.85,31.08,5.18,rui
7.98,31.58,5.05,rui
7.96,30.2,5.35,rui
8.0,32.0,5.05,rui
7.96,31.93,5.14,rui
7.99,32.06,5.37,rui
7.98,31.67,5.41,rui
8.03,32.58,5.22,rui
7.93,32.19,4.85,rui
8.0,31.98,4.73,rui
7.96,32.66,5.1,rui
7.99,32.54,4.97,rui
8.0,32.3,4.97,rui
7.96,31.32,4.86,rui
7.95,32.05,4.93,rui
8.11,31.68,5.33,rui
8.01,32.24,5.2,rui
7.89,32.0,5.0,rui
7.94,32.14,5.39,rui
7.87,31.84,4.8,rui
8.0,31.9,4.93,rui
8.03,32.49,5.58,rui
7.96,31.45,5.16,rui
8.08,32.24,5.37,rui
7.99,31.82,5.07,rui
7.98,32.2,5.24,rui
8.05,32.15,5.1,rui
8.04,31.41,5.09,rui
8.0,32.06,5.03,rui
8.02,31.83,5.28,rui
8.02,32.05,4.91,rui
8.04,32.06,4.9,rui
8.0,32.19,5.16,rui
8.02,32.03,5.26,rui
8.06,32.22,4.93,rui
7.95,31.84,5.44,rui
8.01,32.64,5.03,rui
7.99,31.98,5.03,rui
7.96,31.66,5.15,rui
8.05,32.73,4.96,rui
7.98,31.77,5.28,rui
8.04,31.74,4.87,rui
8.05,32.11,5.2,rui
7.96,31.44,4.88,rui
8.03,32.63,4.96,rui
8.11,32.25,4.77,rui
8.01,32.26,4.56,rui
8.03,32.35,5.13,rui
8.0,31.95,5.0,rui
7.94,31.79,4.97,rui
8.01,31.83,4.88,rui
8.04,32.11,4.94,rui
8.03,31.86,5.06,rui
8.1,33.0,5.06,rui
8.15,32.82,4.83,rui
8.09,32.59,5.0,rui
8.09,32.26,5.17,rui
8.09,33.35,5.1,rui
8.14,33.36,5.03,rui
8.1,32.53,5.31,rui
8.09,32.7,5.21,rui
7.99,32.87,5.24,rui
8.08,32.78,4.98,rui
8.0,33.21,5.04,rui
8.09,32.92,5.06,rui
8.13,32.98,4.79,rui
8.13,33.15,5.1,rui
8.15,33.01,5.28,rui
8.17,33.17,4.91,rui
8.09,33.37,4.76,rui
8.08,32.9,4.89,rui
8.14,33.11,4.92,rui
8.13,32.95,4.88,rui
8.06,33.13,5.25,rui
8.08,33.16,5.38,rui
8.04,33.11,5.23,rui
8.1,33.37,5.5,rui
8.12,32.93,5.26,rui
8.14,32.24,5.06,rui
8.08,33.12,5.02,rui
8.1,32.74,5.21,rui
8.18,32.75,4.78,rui
8.1,32.99,5.29,rui
8.04,32.84,4.63,rui
8.17,33.08,4.97,rui
8.03,32.63,5.14,rui
8.04,33.03,5.47,rui
8.08,32.71,5.14,rui
8.04,33.52,5.34,rui
8.09,32.73,4.97,rui
8.09,33.12,5.27,rui
8.05,33.3,5.18,rui
8.07,32.67,5.08,rui
8.05,33.31,4.84,rui
8.13,32.98,4.95,rui
8.09,33.32,4.82,rui
8.08,32.77,5.05,rui
8.07,32.47,4.85,rui
8.18,33.07,5.1,rui
8.09,32.98,4.97,rui
8.13,33.03,4.83,rui
8.11,32.26,5.14,rui
8.03,32.97,4.82,rui
8.2,34.0,5.07,rui
8.2,34.17,5.37,rui
8.12,34.29,5.1,rui
8.18,34.23,5.02,rui
8.24,33.7,4.94,rui
8.25,34.45,5.06,rui
8.06,33.94,5.08,rui
8.19,34.1,4.97,rui
8.24,33.65,5.32,rui
8.28,33.73,4.89,rui
8.22,33.64,4.97,rui
8.26,34.22,5.47,rui
8.21,33.82,5.08,rui
8.19,33.96,5.07,rui
8.15,34.08,4.79,rui
8.16,33.96,4.62,rui
8.24,33.38,5.2,rui
8.14,33.88,5.17,rui
8.31,34.03,4.67,rui
8.25,33.93,5.08,rui
8.23,33.33,5.07,rui
8.18,34.37,5.22,rui
8.12,34.38,5.16,rui
8.12,34.02,5.28,rui
8.14,34.41,4.77,rui
8.16,33.72,5.35,rui
8.18,33.65,5.16,rui
8.23,34.2,5.02,rui
8.21,33.8,5.4,rui
8.26,34.32,5.23,rui
8.23,33.63,5.2,rui
8.21,34.38,5.23,rui
8.23,33.49,5.05,rui
8.17,34.08,4.99,rui
8.19,34.14,4.98,rui
8.21,33.54,4.9,rui
8.23,33.63,5.32,rui
8.25,33.92,5.67,rui
8.26,33.72,5.22,rui
8.2,33.77,4.86,rui
8.25,33.82,5.05,rui
8.15,33.78,5.04,rui
8.22,33.22,5.07,rui
8.16,34.42,5.66,rui
8.18,33.48,5.09,rui
8.19,34.59,5.4,rui
8.24,33.82,5.21,rui
8.21,34.07,4.76,rui
8.25,34.03,5.05,rui
8.17,33.76,5.13,rui
8.3,35.0,5.08,rui
8.21,35.24,4.87,rui
8.2,35.55,4.91,rui
8.26,35.34,5.45,rui
8.22,34.71,4.9,rui
8.35,35.49,4.86,rui
8.37,34.79,5.15,rui
8.24,34.96,5.06,rui
8.28,35.12,4.88,rui
8.26,35.13,5.35,rui
8.3,35.15,5.23,rui
8.34,34.71,4.92,rui
8.27,35.58,5.18,rui
8.32,35.11,4.82,rui
8.4,35.14,5.22,rui
8.21,35.23,5.01,rui
8.23,34.71,4.83,rui
8.24,35.02,5.0,rui
8.32,35.5,5.05,rui
8.19,34.93,5.32,rui
8.3,35.46,5.17,rui
8.21,35.03,5.14,rui
8.35,35.55,5.26,rui
8.32,35.2,5.05,rui
8.23,35.01,5.15,rui
8.24,35.4,5.28,rui
8.23,35.41,5.02,rui
8.26,35.32,5.07,rui
8.39,34.74,4.73,rui
8.29,35.24,4.89,rui
8.23,35.07,4.79,rui
8.32,34.9,5.18,rui
8.23,35.39,5.04,rui
8.34,35.29,4.85,rui
8.34,34.57,4.81,rui
8.4,35.33,5.49,rui
8.28,35.03,5.19,rui
8.3,34.78,4.9,rui
8.31,34.68,4.86,rui
8.32,34.97,5.27,rui
8.28,34.83,5.16,rui
8.26,34.8,4.96,rui
8.29,35.53,4.8,rui
8.36,35.22,5.39,rui
8.46,35.43,5.27,rui
8.23,34.64,5.15,rui
8.22,35.18,4.65,rui
8.36,34.9,5.11,rui
8.26,34.43,5.33,rui
8.37,34.89,5.21,rui
7.8,27.0,5.7,sing
7.78,27.09,5.85,sing
7.83,27.4,5.8,sing
7.8,26.77,5.6,sing
7.84,26.55,5.92,sing
7.79,26.75,5.48,sing
7.83,27.0,6.02,sing
7.74,26.83,5.68,sing
7.76,27.0,5.76,sing
7.82,27.45,5.44,sing
7.82,26.81,5.79,sing
7.82,26.7,5.52,sing
7.83,27.01,5.66,sing
7.83,27.22,5.59,sing
7.76,26.62,5.71,sing
7.73,27.03,5.94,sing
7.78,26.84,6.1,sing
7.88,26.77,5.73,sing
7.82,27.06,6.06,sing
7.8,27.07,5.84,sing
7.86,27.28,5.81,sing
7.72,26.85,5.86,sing
7.81,27.25,6.08,sing
7.74,27.34,5.63,sing
7.85,26.99,6.13,sing
7.81,26.81,5.78,sing
7.82,27.34,5.79,sing
7.92,26.97,5.68,sing
7.77,27.03,5.75,sing
7.81,27.02,5.58,sing
7.76,26.89,5.93,sing
7.87,26.98,5.51,sing
7.8,27.63,5.9,sing
7.83,27.29,6.01,sing
7.74,26.88,5.59,sing
7.83,27.05,5.85,sing
7.77,27.41,5.69,sing
7.83,27.36,5.92,sing
7.82,27.25,6.05,sing
7.83,26.78,5.82,sing
7.8,26.3,5.79,sing
7.81,27.35,5.55,sing
7.72,27.05,5.78,sing
7.8,27.01,5.49,sing
7.79,26.9,5.91,sing
7.82,26.92,6.04,sing
7.79,27.17,5.67,sing
7.88,27.03,5.72,sing
7.79,27.06,5.94,sing
7.84,27.01,6.04,sing
7.5,31.0,5.8,sing
7.54,30.87,5.52,sing
7.48,31.12,5.92,sing
7.57,30.67,5.71,sing
7.44,30.6,5.67,sing
7.52,31.23,5.61,sing
7.46,30.47,5.84,sing
7.46,31.5,5.88,sing
7.49,30.81,5.5,sing
7.43,30.81,5.66,sing
7.45,31.11,5.9,sing
7.48,31.58,5.45,sing
7.5,30.93,5.69,sing
7.47,31.0,5.75,sing
7.48,30.61,5.48,sing
7.49,30.88,5.76,sing
7.49,30.84,5.76,sing
7.46,31.46,5.64,sing
7.48,30.78,5.65,sing
7.5,30.97,5.71,sing
7.49,30.78,5.88,sing
7.6,30.74,5.88,sing
7.5,31.2,5.94,sing
7.51,30.99,5.71,sing
7.46,30.97,5.54,sing
7.47,31.33,5.82,sing
7.54,31.44,5.76,sing
7.51,30.91,5.64,sing
7.45,31.25,5.84,sing
7.59,31.29,5.65,sing
7.54,30.91,6.04,sing
7.48,30.68,5.64,sing
7.46,30.75,5.69,sing
7.54,31.54,5.53,sing
7.56,30.86,5.87,sing
7.42,31.16,5.4,sing
7.52,31.08,5.84,sing
7.46,31.16,5.88,sing
7.49,31.2,5.78,sing
7.53,30.96,5.84,sing
7.53,30.88,5.55,sing
7.51,31.36,5.86,sing
7.52,30.99,5.95,sing
7.49,30.86,6.02,sing
7.47,31.27,6.02,sing
7.53,30.63,5.81,sing
7.49,30.85,5.83,sing
7.54,30.86,5.77,sing
7.49,31.35,5.75,sing
7.44,30.53,5.87,sing
7.9,25.0,5.9,sing
7.86,25.2,5.63,sing
7.87,24.6,5.99,sing
7.93,25.1,5.68,sing
7.86,25.07,5.56,sing
7.89,25.46,5.86,sing
7.83,24.82,5.77,sing
8.01,25.5,6.05,sing
7.88,25.36,5.67,sing
7.95,25.28,5.87,sing
7.96,24.87,5.65,sing
7.95,24.97,6.02,sing
7.99,24.78,5.87,sing
7.98,25.2,5.76,sing
7.85,24.84,5.75,sing
7.91,25.02,5.96,sing
7.86,24.98,5.49,sing
7.91,25.35,5.62,sing
7.92,24.82,6.06,sing
7.91,25.12,5.91,sing
7.97,25.1,5.76,sing
7.9,24.89,5.93,sing
7.88,24.8,5.94,sing
7.9,25.32,5.82,sing
7.8,24.89,5.57,sing
7.92,24.5,5.7,sing
7.88,25.46,5.69,sing
7.9,25.17,6.2,sing
7.94,25.33,6.07,sing
7.84,25.11,6.07,sing
7.85,24.83,5.74,sing
7.94,24.98,5.84,sing
7.84,24.98,5.79,sing
7.91,24.66,5.94,sing
7.88,24.63,5.63,sing
7.84,24.94,5.92,sing
7.91,25.09,5.75,sing
7.95,24.87,5.99,sing
7.89,25.11,5.86,sing
7.92,25.0,6.06,sing
7.86,24.47,5.71,sing
7.95,24.95,5.92,sing
7.85,25.02,5.7,sing
7.86,24.88,5.99,sing
7.93,25.17,5.58,sing
7.9,24.94,5.59,sing
7.9,24.92,6.0,sing
7.9,24.84,6.09,sing
7.79,24.98,5.55,sing
7.85,25.16,5.65,sing
8.5,32.0,7.0,sing
8.43,32.71,6.73,sing
8.58,31.95,6.9,sing
8.53,32.4,6.77,sing
8.47,32.25,7.06,sing
8.56,32.15,7.36,sing
8.51,32.07,7.06,sing
8.49,32.25,7.05,sing
8.54,32.28,7.09,sing
8.53,31.7,6.89,sing
8.54,32.43,6.61,sing
8.47,32.01,6.82,sing
8.46,32.14,7.32,sing
8.4,31.95,7.09,sing
8.54,32.1,7.35,sing
8.5,32.39,6.87,sing
8.5,31.64,7.18,sing
8.49,32.11,6.94,sing
8.53,32.12,6.8,sing
8.45,31.99,7.13,sing
8.59,32.09,7.2,sing
8.42,32.6,7.12,sing
8.5,31.95,6.78,sing
8.46,32.57,6.8,sing
8.45,31.79,6.76,sing
8.5,32.33,6.88,sing
8.43,32.09,6.99,sing
8.55,31.86,6.95,sing
8.49,32.03,6.92,sing
8.47,31.44,6.89,sing
8.54,32.26,6.91,sing
8.56,31.99,6.73,sing
8.42,32.37,6.93,sing
8.44,31.32,6.92,sing
8.52,31.79,6.79,sing
8.47,32.37,6.72,sing
8.47,32.36,7.1,sing
8.51,31.81,7.01,sing
8.47,31.74,6.78,sing
8.54,31.98,7.06,sing
8.51,32.13,6.95,sing
8.48,31.76,6.72,sing
8.44,31.89,6.68,sing
8.43,32.31,7.04,sing
8.48,32.68,6.67,sing
8.55,31.97,7.16,sing
8.51,31.44,7.02,sing
8.52,31.34,7.39,sing
8.52,32.2,6.77,sing
8.53,32.33,7.05,sing
6.5,28.0,7.1,sing
6.5,27.73,7.06,sing
6.47,28.17,6.93,sing
6.53,27.75,7.05,sing
6.53,27.79,7.23,sing
6.53,27.92,7.33,sing
6.5,28.33,7.46,sing
6.49,28.19,6.97,sing
6.45,27.94,6.83,sing
6.45,28.18,7.0,sing
6.54,28.09,7.47,sing
6.53,28.33,7.18,sing
6.52,28.35,7.23,sing
6.51,28.06,7.21,sing
6.47,27.79,7.39,sing
6.59,27.72,6.97,sing
6.56,28.16,7.24,sing
6.54,27.93,7.17,sing
6.51,27.74,7.16,sing
6.56,27.9,7.13,sing
6.51,27.91,7.24,sing
6.47,28.4,7.23,sing
6.45,28.51,7.13,sing
6.46,28.33,7.2,sing
6.41,27.84,7.16,sing
6.39,28.03,7.13,sing
6.44,28.08,7.1,sing
6.44,28.28,7.27,sing
6.49,27.94,7.25,sing
6.49,27.42,7.2,sing
6.46,27.88,7.39,sing
6.49,28.0,7.2,sing
6.53,27.72,7.09,sing
6.5,28.08,7.16,sing
6.63,27.65,7.3,sing
6.56,28.15,6.97,sing
6.58,27.34,6.96,sing
6.56,27.89,7.42,sing
6.42,27.67,6.99,sing
6.52,27.93,7.0,sing
6.57,28.45,7.02,sing
6.41,27.35,7.15,sing
6.53,28.02,7.09,sing
6.46,28.2,7.44,sing
6.39,27.98,6.91,sing
6.43,27.66,7.18,sing
6.52,28.44,7.1,sing
6.41,27.93,6.82,sing
6.44,28.17,7.14,sing
6.53,27.89,7.26,sing
6.6,29.0,7.2,sing
6.58,29.34,7.27,sing
6.59,29.06,7.2,sing
6.68,29.07,7.2,sing
6.59,29.25,7.34,sing
6.59,28.65,7.02,sing
6.59,29.4,7.15,sing
6.57,28.47,7.5,sing
6.63,29.24,7.39,sing
6.59,29.03,7.5,sing
6.61,29.18,7.37,sing
6.63,28.96,7.19,sing
6.64,29.23,7.43,sing
6.63,29.18,7.11,sing
6.57,29.23,7.09,sing
6.6,29.41,7.44,sing
6.62,28.91,7.18,sing
6.64,28.99,7.09,sing
6.66,29.05,7.08,sing
6.62,29.29,7.0,sing
6.59,28.93,7.29,sing
6.63,28.83,6.9,sing
6.65,28.66,7.25,sing
6.59,29.05,7.53,sing
6.75,28.51,7.4,sing
6.59,29.31,7.39,sing
6.67,29.09,7.02,sing
6.65,29.04,7.15,sing
6.58,29.3,7.52,sing
6.54,29.19,7.13,sing
6.53,29.04,7.03,sing
6.52,28.77,6.99,sing
6.57,28.6,7.12,sing
6.56,29.11,7.32,sing
6.61,28.93,7.15,sing
6.56,28.76,7.34,sing
6.51,28.98,7.14,sing
6.63,28.57,7.2,sing
6.62,28.43,6.99,sing
6.6,29.15,7.24,sing
6.63,28.68,6.88,sing
6.6,28.63,7.03,sing
6.65,29.06,7.09,sing
6.57,29.19,7.24,sing
6.54,28.42,7.58,sing
6.54,29.16,7.5,sing
6.61,28.82,6.91,sing
6.53,29.11,7.49,sing
6.58,28.83,7.34,sing
6.57,29.08,7.21,sing
6.8,30.0,7.3,sing
6.78,30.0,7.65,sing
6.83,30.33,7.12,sing
6.85,30.19,7.0,sing
6.83,29.85,6.99,sing
6.81,30.16,7.33,sing
6.79,29.9,7.79,sing
6.74,30.26,7.3,sing
6.76,29.99,7.02,sing
6.77,29.99,6.99,sing
6.83,29.71,7.01,sing
6.75,30.65,6.9,sing
6.82,29.77,7.23,sing
6.83,30.17,7.16,sing
6.73,30.19,7.41,sing
6.79,30.13,7.21,sing
6.76,30.0,7.4,sing
6.82,30.15,7.15,sing
6.88,29.9,7.28,sing
6.73,29.94,7.41,sing
6.84,30.47,7.4,sing
6.81,29.87,7.17,sing
6.85,30.29,7.08,sing
6.84,30.2,7.08,sing
6.83,29.69,6.81,sing
6.79,30.08,7.28,sing
6.94,30.11,7.33,sing
6.82,29.87,7.49,sing
6.82,30.09,7.18,sing
6.72,29.85,7.36,sing
6.78,30.09,7.25,sing
6.82,29.71,7.34,sing
6.77,29.54,7.27,sing
6.88,29.56,7.32,sing
6.84,30.69,7.2,sing
6.77,29.65,7.53,sing
6.76,29.89,6.93,sing
6.84,30.35,7.47,sing
6.72,30.18,6.97,sing
6.8,30.06,7.36,sing
6.83,30.0,6.91,sing
6.83,30.03,7.12,sing
6.72,30.46,7.55,sing
6.84,29.8,6.8,sing
6.84,30.11,7.23,sing
6.86,30.25,7.34,sing
6.8,30.02,7.44,sing
6.76,30.13,7.12,sing
6.87,30.16,7.16,sing
6.8,29.74,7.6,sing
6.9,31.0,7.4,sing
6.98,31.21,7.71,sing
6.91,31.23,7.64,sing
6.9,31.02,7.59,sing
6.93,30.77,6.96,sing
